Site,Population,Species,Hybrid,Sample,Sequen_ID,Unique_ID,Extrac_event,Sample_Date,Subsampled,Subsampling_Qotes,Lyophilized,DNA_extr,Extr_date,DNA_conc._ng/µl,Extr_Box,Extraction_Method,Extr_notes,PCR1,PCR2,,sample_control
YCNB,YCNB,L,,8,YCNB_L008,YCNB_L008,1,6/2/2022,yes,not enough tissue (.06g),1,1,2/4/2023,2.51,3,OLD,double check 5 in 2.51 is a 5 cuz handwriting,1,1,,sample
YCNB,YCNB,L,,8,YCNB_L008,YCNB_L008,1,6/2/2022,yes,not enough tissue (.06g),1,1,2/4/2023,2.51,3,OLD,,1,1,,sample
YCNB,YCNB,L,,8,YCNB_L008,YCNB_L008,1,6/2/2022,yes,not enough tissue (.06g),1,1,2/4/2023,2.51,3,OLD,,1,1,,sample
YCNB,YCNB,L,,9,YCNB_L009,YCNB_L009,1,6/2/2022,yes,not enough tissue (.12g),1,1,2/4/2023,6.8,3,OLD,,1,1,,sample
YCNB,YCNB,L,,9,YCNB_L009,YCNB_L009,1,6/2/2022,yes,not enough tissue (.12g),1,1,2/4/2023,6.8,3,OLD,,1,1,,sample
YCNB,YCNB,L,,9,YCNB_L009,YCNB_L009,1,6/2/2022,yes,not enough tissue (.12g),1,1,2/4/2023,6.8,3,OLD,,1,1,,sample
,,,,,,AGFB_L1_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_G1_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_G2_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_G3_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_G4_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_G5_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_G6_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_G7_x2,2,4/22/2022,yes,not enough tissue (.17g); left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_G8_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_N1_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_N2_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_N3_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_N4_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_N5_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_N6_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_N7_x2,2,4/22/2022,yes,not enough tissue (.20g); left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BHEB_N8_#2_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,COUNTED AS BHEB_N008,0,0,,sample
,,,,,,BHEB_N8_x2,2,4/22/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,BML_G1_x2,2,5/5/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,BML_G4_x2,2,5/5/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,BML_G5_x2,2,5/5/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,CCRB_N1_A_x2,2,5/5/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,1,11/5/2022,6.47,1,OLD,,0,0,,sample
,,,,,,CCRB_N1_A_x2,2,5/5/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,1,11/5/2022,6.47,1,OLD,,0,0,,sample
,,,,,,CCRB_N1_A_x2,2,5/5/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,1,11/5/2022,6.47,1,OLD,,0,0,,sample
,,,,,,CCRB_N1_B_x2,2,5/5/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,CCRB_N2_x2,2,5/5/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,CCRB_N3_x2,2,5/5/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,CCRB_N4_x2,2,5/5/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,CCRB_N5_x2,2,5/5/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,CCRB_N6_x2,2,5/5/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,CCRB_N7_x2,2,5/5/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,CCRB_N8_x2,2,5/5/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,CCRB_N9_x2,2,5/5/2022,yes,left @ room temperature for ~144 hours after lyophilization,1,0,,,,,,0,0,,sample
,,,,,,CF_G2_x2,2,6/24/2021,yes,"not enough tissue (.26g), only stems left in sample",1,0,,,,,,0,0,,sample
,,,,,,CF_G9_x2,2,6/24/2021,yes,only stems left in sample,1,0,,,,,,0,0,,sample
,,,,,,HULB_G4_x2,2,6/2/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,HULB_L2_x2,2,6/2/2021,yes,"lid broken when i went to open it, subsampled and sealed with parafilm (HCF)",1,0,,,,,,0,0,,sample
,,,,,,HULB_L5_x2,2,6/2/2021,yes,"lid broken when i went to open it, subsampled and sealed with parafilm (HCF)",1,0,,,,,,0,0,,sample
,,,,,,HUOB_G2_x2,2,5/12/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,HUOB_G3_x2,2,5/12/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,HUOB_N2_x2,2,5/12/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,HUOB_N5_x2,2,5/12/2021,yes,lid was loose when I went to open it,1,0,,,,,,0,0,,sample
,,,,,,LM_G4_x2,2,6/24/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,LM_G9_x2,2,6/24/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,LYFB_G1_x2,2,5/7/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,LYFB_G2_x2,2,5/7/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,LYFB_G3_x2,2,5/7/2021,yes,"lid broken when i went to open it, subsampled and sealed with parafilm (HCF)",1,0,,,,,,0,0,,sample
,,,,,,LYFB_G4_x2,2,5/7/2021,yes,"lid broken when i went to open it, subsampled and sealed with parafilm (HCF)",1,0,,,,,,0,0,,sample
,,,,,,LYFB_G5_x2,2,5/7/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,SHL_G2_x2,2,5/5/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,SHL_G3_x2,2,5/5/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,SHL_G4_x2,2,5/5/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,SHL_L3_x2,2,5/5/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,SPLB_L7_x2,2,6/2/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,SPLB_L9_x2,2,6/2/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,TRTB_L1_x2,2,5/3/2021,yes,,1,0,,,,,,0,0,,sample
,,,,,,TWGB_G6_x2,2,5/2/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,TWGB_G9_x2,2,5/2/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,WCFB_G10_x2,2,5/12/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,HDRB_G10_x2,2,5/12/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,HDRB_G202,2,,,,1,1,12/19/2022,7.87,,OLD,HDRB_G202 = HDRB_G2_B_x2,1,1,,sample
,,,,,,HDRB_G202,2,,,,1,1,12/19/2022,7.87,,OLD,HDRB_G202 = HDRB_G2_B_x3,1,1,,sample
,,,,,,HDRB_G202,2,44693,yes,,1,1,12/19/2022,7.87,,OLD,HDRB_G202 = HDRB_G2_B_x4,1,1,,sample
,,,,,,HDRB_G3_x2,2,5/12/2022,yes,not enough tissue (.09g),1,0,,,,,,0,0,,sample
,,,,,,HDRB_G4_x2,2,5/12/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,HDRB_G6_x2,2,5/12/2022,yes,not enough tissue (.01g),1,0,,,,,,0,0,,sample
,,,,,,HDRB_G207,2,5/12/2022,yes,not enough tissue (.15g),1,1,5/25/2023,28.5,4,NEW,HDRB_G207 = HDRB_G7_x2,0,0,,sample
,,,,,,HDRB_G207,2,5/12/2022,yes,not enough tissue (.15g),1,1,5/25/2023,28.5,4,NEW,HDRB_G207 = HDRB_G7_x2,0,0,,sample
,,,,,,HDRB_G207,2,5/12/2022,yes,not enough tissue (.15g),1,1,5/25/2023,28.5,4,NEW,HDRB_G207 = HDRB_G7_x2,0,0,,sample
,,,,,,HDRB_G8_x2,2,5/12/2022,yes,not enough tissue (.04g),1,0,,,,,,0,0,,sample
,,,,,,HHBB_G1_x2,2,4/20/2022,yes,not enough tissue (.27g),1,0,,,,,,0,0,,sample
,,,,,,HHBB_G10_x2,2,4/20/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,HHBB_G2_x2,2,4/20/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,HHBB_G6_x2,2,4/20/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,HHBB_G8_x2,2,4/20/2022,yes,not enough tissue (.03g),1,0,,,,,,0,0,,sample
,,,,,,HHBB_L9_x2,2,4/20/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,HUOB_G12_x2,2,5/25/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,HUOB_G22_x2,2,5/25/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,HUOB_G82_x2,2,5/25/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,KNOB_L10_x2,2,6/14/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,KNOB_L5_x2,2,6/14/2022,yes,not enough tissue (.23g),1,0,,,,,,0,0,,sample
,,,,,,KNOB_L209,2,6/14/2022,yes,not enough tissue (.20g),1,1,5/15/2023,28.7,4,NEW,KNOB_L209 = KNOB_L9_X2,0,0,,sample
,,,,,,KNOB_L209,2,6/14/2022,yes,not enough tissue (.20g),1,1,5/15/2023,28.7,4,NEW,KNOB_L209 = KNOB_L9_X3,0,0,,sample
,,,,,,KNOB_L209,2,6/14/2022,yes,not enough tissue (.20g),1,1,5/15/2023,28.7,4,NEW,KNOB_L209 = KNOB_L9_X4,0,0,,sample
,,,,,,NFWB_L4_x2,2,5/12/2022,yes,not enough tissue (.24g),1,0,,,,,,0,0,,sample
,,,,,,NFWB_N2_x2,2,5/12/2022,yes,not enough tissue (.13g),1,0,,,,,,0,0,,sample
,,,,,,NFWB_N3_x2,2,5/12/2022,yes,not enough tissue (.10g),1,0,,,,,,0,0,,sample
,,,,,,NFWB_N206,2,5/12/2022,yes,not enough tissue (.10g),1,1,5/15/2023,3.18,4,NEW,NFWB_N206 = NFWB_N6_x2,0,0,,sample
,,,,,,NFWB_N206,2,5/12/2022,yes,not enough tissue (.10g),1,1,5/15/2023,3.18,4,NEW,NFWB_N206 = NFWB_N6_x2,0,0,,sample
,,,,,,NFWB_N206,2,5/12/2022,yes,not enough tissue (.10g),1,1,5/15/2023,3.18,4,NEW,NFWB_N206 = NFWB_N6_x2,0,0,,sample
,,,,,,NFWB_N8_x2,2,5/12/2022,yes,not enough tissue (.23g),1,0,,,,,,0,0,,sample
,,,,,,OPN_L101_x2,2,6/14/2022,yes,not enough tissue (.17g),1,0,,,,,,0,0,,sample
,,,,,,OPN_L103_x2,2,6/14/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,OPN_L105_x2,2,6/14/2022,yes,not enough tissue (.20g),1,0,,,,,,0,0,,sample
,,,,,,OPN_L107_x2,2,6/14/2022,yes,not enough tissue (.21g),1,0,,,,,,0,0,,sample
,,,,,,SPLB_L2_x2,2,6/2/2022,yes,not enough tissue (.27g),1,0,,,,,,0,0,,sample
,,,,,,SPLB_L204,2,6/2/2022,yes,not enough tissue (.17g),1,1,5/15/2023,18.9,4,NEW,SPLB_L204 = SPLB_L4_x2,0,0,,sample
,,,,,,SPLB_L204,2,6/2/2022,yes,not enough tissue (.17g),1,1,5/15/2023,18.9,4,NEW,SPLB_L204 = SPLB_L4_x3,0,0,,sample
,,,,,,SPLB_L204,2,6/2/2022,yes,not enough tissue (.17g),1,1,5/15/2023,18.9,4,NEW,SPLB_L204 = SPLB_L4_x4,0,0,,sample
,,,,,,SPLB_L5_x2,2,6/2/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,SPLB_L6_x2,2,6/2/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,SPLB_L7_x2,2,6/2/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,SPLB_L9_x2,2,6/2/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,TRTZ_L201,2,5/2/2022,yes,,1,1,5/15/2023,25.1,4,NEW,TRTZ_L201 =TRT_L1_x2,0,0,,sample
,,,,,,TRTZ_L201,2,5/2/2022,yes,,1,1,5/15/2023,25.1,4,NEW,TRTZ_L201 =TRT_L1_x2,0,0,,sample
,,,,,,TRTZ_L201,2,5/2/2022,yes,,1,1,5/15/2023,25.1,4,NEW,TRTZ_L201 =TRT_L1_x2,0,0,,sample
,,,,,,TRTZ_L204,2,5/2/2022,yes,not enough tissue (.22g),1,1,5/25/2023,9.64,4,NEW,TRTZ_L204 =TRT_L4_x2,0,0,,sample
,,,,,,TRTZ_L204,2,5/2/2022,yes,not enough tissue (.22g),1,1,5/25/2023,9.64,4,NEW,TRTZ_L204 =TRT_L4_x2,0,0,,sample
,,,,,,TRTZ_L204,2,5/2/2022,yes,not enough tissue (.22g),1,1,5/25/2023,9.64,4,NEW,TRTZ_L204 =TRT_L4_x2,0,0,,sample
,,,,,,TRT_L6_x2,2,5/2/2022,yes,not enough tissue (.28g),1,0,,,,,,0,0,,sample
,,,,,,TWGB_G1_x2,2,5/2/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,WCFB_G5_x2,2,5/12/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,WCFB_G6_x2,2,5/12/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,WCFB_G208,2,5/12/2022,yes,,1,1,5/15/2023,11.2,4,NEW,WCFB_G208 = WCFB_G8_X2,0,0,,sample
,,,,,,WCFB_G208,2,5/12/2022,yes,,1,1,5/15/2023,11.2,4,NEW,WCFB_G208 = WCFB_G8_X2,0,0,,sample
,,,,,,WCFB_G208,2,5/12/2022,yes,,1,1,5/15/2023,11.2,4,NEW,WCFB_G208 = WCFB_G8_X2,0,0,,sample
,,,,,,WCFB_G9_x2,2,5/12/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,WCFB_L4_x2,2,5/12/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,WSHB_G10_x2,2,5/26/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,,WCFB_G211,2,5/12/2022,,,1,1,3/14/2023,4.27,3,OLD,WCFB_G211 = WCFB_G11_X2,1,1,,sample
,,,,,,WCFB_G211,2,5/12/2022,,,1,1,3/14/2023,4.27,3,OLD,WCFB_G211 = WCFB_G11_X2,1,1,,sample
,,,,,,WCFB_G211,2,5/12/2022,,,1,1,3/14/2023,4.27,3,OLD,WCFB_G211 = WCFB_G11_X2,1,1,,sample
,,,,,_,WSHB_G2_x2,2,5/26/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,_,WSHB_G3_x2,2,,,,1,0,,,,,,0,0,,sample
,,,,,_,WSHB_G3_x2,2,,,,1,0,,,,,,0,0,,sample
,,,,,_,WSHB_G3_x2,2,5/26/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,_,WSHB_G4_x2,2,5/26/2022,yes,not enough tissue (.27g),1,0,,,,,,0,0,,sample
,,,,,_,WSHB_G205 ,2,5/26/2022,yes,not enough tissue (.27g),1,1,11/5/2022,11.1,1,OLD,WSHB_G205 =WSHB_G5_B_x2,0,0,,sample
,,,,,_,WSHB_G205 ,2,5/26/2022,yes,not enough tissue (.27g),1,1,11/5/2022,11.1,1,OLD,WSHB_G205 =WSHB_G5_B_x3,0,0,,sample
,,,,,_,WSHB_G205 ,2,5/26/2022,yes,,1,1,11/5/2022,11.1,1,OLD,WSHB_G205 =WSHB_G5_B_x4,0,0,,sample
,,,,,_,WSHB_G5_x2,2,5/26/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,_,WSHB_G6_x2,2,5/26/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,_,WSHB_G7_x2,2,5/26/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,_,WSHB_G8_x2,2,5/26/2022,yes,,1,0,,,,,,0,0,,sample
,,,,,_,WSHB_G9_x2,2,5/26/2022,yes,,1,0,,,,,,0,0,,sample
BHEB,BHEB,N,,,BHEB_N8_#2,BHEB_N8_#2,1,4/22/2022,yes,,1,1,10/8/2022,7.6,,OLD,DUPLICATE OF BHEB_N008,1,1,,sample
BHEB,BHEB,N,,,BHEB_N8_#2,BHEB_N8_#2,1,4/22/2022,yes,,1,1,10/8/2022,7.6,,OLD,DUPLICATE OF BHEB_N008,1,1,,sample
BHEB,BHEB,N,,,BHEB_N8_#2,BHEB_N8_#2,1,4/22/2022,yes,,1,1,10/8/2022,7.6,,OLD,DUPLICATE OF BHEB_N008,1,1,,sample
,,,,,,,,,,,,,,,,,,,,,
,,,,,,TOTAL,,,#VALUE!,#VALUE!,364,319,,,,,,175,175,,
